supplier,scenario,rts,peer_supplier,lambda_value,perturbed_parameter,perturbation_direction,delta
K,product_quality_led,CCR,H,0.10436109160699529,late_pct,minus,0.05
K,product_quality_led,CCR,I,0.10094507591603068,late_pct,minus,0.05
J,balanced_improvement,CCR,A,0.03234736217735894,late_pct,minus,0.05
J,balanced_improvement,CCR,B,0.6173332394581199,late_pct,minus,0.05
J,balanced_improvement,CCR,H,0.022801614572327378,late_pct,minus,0.05
J,balanced_improvement,CCR,I,0.09657471722850651,late_pct,minus,0.05
J,cost_led_development,CCR,A,0.222643967174412,late_pct,minus,0.05
J,cost_led_development,CCR,B,0.510676264580177,late_pct,minus,0.05
J,delivery_reliability_led,CCR,A,0.05547866201178751,late_pct,minus,0.05
J,delivery_reliability_led,CCR,B,0.30384527349527807,late_pct,minus,0.05
J,delivery_reliability_led,CCR,H,0.12644978133468768,late_pct,minus,0.05
J,delivery_reliability_led,CCR,I,0.165792055940174,late_pct,minus,0.05
J,product_quality_led,CCR,A,0.056318605362311334,late_pct,minus,0.05
J,product_quality_led,CCR,B,0.7582652248338745,late_pct,minus,0.05
J,product_quality_led,CCR,H,0.06522179314778895,late_pct,minus,0.05
F,balanced_improvement,CCR,A,0.1311600411593393,late_pct,minus,0.05
F,balanced_improvement,CCR,B,0.3708014152524813,late_pct,minus,0.05
F,balanced_improvement,CCR,H,0.26551207372746893,late_pct,minus,0.05
F,balanced_improvement,CCR,I,0.016707103847895956,late_pct,minus,0.05
F,cost_led_development,CCR,A,0.12792562086436757,late_pct,minus,0.05
F,cost_led_development,CCR,B,0.5604756306602469,late_pct,minus,0.05
F,cost_led_development,CCR,H,0.04955663785457818,late_pct,minus,0.05
F,cost_led_development,CCR,I,0.24231804227933815,late_pct,minus,0.05
F,delivery_reliability_led,CCR,A,0.074290032457538,late_pct,minus,0.05
F,delivery_reliability_led,CCR,B,0.1407241690796583,late_pct,minus,0.05
F,delivery_reliability_led,CCR,H,0.4202666989425916,late_pct,minus,0.05
F,delivery_reliability_led,CCR,I,0.02617505948533421,late_pct,minus,0.05
F,product_quality_led,CCR,A,0.06049289635808149,late_pct,minus,0.05
F,product_quality_led,CCR,B,0.4385992550072142,late_pct,minus,0.05
F,product_quality_led,CCR,H,0.4445797238568201,late_pct,minus,0.05
L,balanced_improvement,CCR,A,0.1248134095196497,late_pct,minus,0.05
L,balanced_improvement,CCR,B,0.7505740303814313,late_pct,minus,0.05
L,balanced_improvement,CCR,H,0.018256400779983747,late_pct,minus,0.05
L,balanced_improvement,CCR,I,0.1248248610491066,late_pct,minus,0.05
L,cost_led_development,CCR,A,0.47426649554743877,late_pct,minus,0.05
L,cost_led_development,CCR,B,0.4820877714677159,late_pct,minus,0.05
L,delivery_reliability_led,CCR,A,0.11901006153332576,late_pct,minus,0.05
L,delivery_reliability_led,CCR,B,0.36414293737890824,late_pct,minus,0.05
L,delivery_reliability_led,CCR,H,0.15657544178359029,late_pct,minus,0.05
L,delivery_reliability_led,CCR,I,0.211943849258914,late_pct,minus,0.05
L,product_quality_led,CCR,A,0.18199174068443486,late_pct,minus,0.05
L,product_quality_led,CCR,B,0.9290192831846183,late_pct,minus,0.05
L,product_quality_led,CCR,H,0.07026339209745233,late_pct,minus,0.05
A,balanced_improvement,CCR,A,1.0,late_pct,plus,0.05
A,cost_led_development,CCR,A,1.0,late_pct,plus,0.05
A,delivery_reliability_led,CCR,A,1.0,late_pct,plus,0.05
A,product_quality_led,CCR,A,1.0,late_pct,plus,0.05
B,balanced_improvement,CCR,B,1.0,late_pct,plus,0.05
B,cost_led_development,CCR,B,1.0,late_pct,plus,0.05
B,delivery_reliability_led,CCR,B,1.0,late_pct,plus,0.05
B,product_quality_led,CCR,B,1.0,late_pct,plus,0.05
G,balanced_improvement,CCR,G,1.0,late_pct,plus,0.05
G,cost_led_development,CCR,G,1.0,late_pct,plus,0.05
G,delivery_reliability_led,CCR,G,1.0,late_pct,plus,0.05
G,product_quality_led,CCR,G,1.0,late_pct,plus,0.05
H,balanced_improvement,CCR,H,1.0,late_pct,plus,0.05
H,cost_led_development,CCR,H,1.0,late_pct,plus,0.05
H,delivery_reliability_led,CCR,H,1.0,late_pct,plus,0.05
H,product_quality_led,CCR,H,1.0,late_pct,plus,0.05
I,balanced_improvement,CCR,I,1.0,late_pct,plus,0.05
I,cost_led_development,CCR,I,1.0,late_pct,plus,0.05
I,delivery_reliability_led,CCR,I,1.0,late_pct,plus,0.05
I,product_quality_led,CCR,I,1.0,late_pct,plus,0.05
D,balanced_improvement,CCR,A,0.00004315754472519795,late_pct,plus,0.05
D,balanced_improvement,CCR,B,0.44074152196886757,late_pct,plus,0.05
D,balanced_improvement,CCR,H,0.1630480553637372,late_pct,plus,0.05
D,balanced_improvement,CCR,I,0.15743465599041037,late_pct,plus,0.05
D,cost_led_development,CCR,A,0.000041782445630277444,late_pct,plus,0.05
D,cost_led_development,CCR,B,0.5994189842246644,late_pct,plus,0.05
D,cost_led_development,CCR,H,0.06951320442911131,late_pct,plus,0.05
D,cost_led_development,CCR,I,0.11854739257728338,late_pct,plus,0.05
D,delivery_reliability_led,CCR,A,0.00006232578343272188,late_pct,plus,0.05
D,delivery_reliability_led,CCR,B,0.22165006467645307,late_pct,plus,0.05
D,delivery_reliability_led,CCR,H,0.2501238070300479,late_pct,plus,0.05
D,delivery_reliability_led,CCR,I,0.2688456019347883,late_pct,plus,0.05
D,product_quality_led,CCR,A,0.000022759601668844362,late_pct,plus,0.05
D,product_quality_led,CCR,B,0.44456720120605797,late_pct,plus,0.05
D,product_quality_led,CCR,H,0.21614499382736363,late_pct,plus,0.05
D,product_quality_led,CCR,I,0.19103804562677554,late_pct,plus,0.05
E,balanced_improvement,CCR,B,0.08947692042067179,late_pct,plus,0.05
E,balanced_improvement,CCR,H,0.4573344416826752,late_pct,plus,0.05
E,cost_led_development,CCR,B,0.25079724848031626,late_pct,plus,0.05
E,cost_led_development,CCR,H,0.3280721091966575,late_pct,plus,0.05
E,delivery_reliability_led,CCR,H,0.5052028720412686,late_pct,plus,0.05
E,product_quality_led,CCR,H,0.614503677988027,late_pct,plus,0.05
C,balanced_improvement,CCR,A,0.16518360140630367,late_pct,plus,0.05
C,balanced_improvement,CCR,B,0.5094819168628435,late_pct,plus,0.05
C,balanced_improvement,CCR,H,0.1310501497166489,late_pct,plus,0.05
C,cost_led_development,CCR,A,0.21850980772075027,late_pct,plus,0.05
C,cost_led_development,CCR,B,0.6389969079761617,late_pct,plus,0.05
C,cost_led_development,CCR,H,0.000049386258969791186,late_pct,plus,0.05
C,cost_led_development,CCR,I,0.04720272214751901,late_pct,plus,0.05
C,delivery_reliability_led,CCR,A,0.15550236096219283,late_pct,plus,0.05
C,delivery_reliability_led,CCR,B,0.22860021061861646,late_pct,plus,0.05
C,delivery_reliability_led,CCR,H,0.2535177219909956,late_pct,plus,0.05
C,delivery_reliability_led,CCR,I,0.07975657021736243,late_pct,plus,0.05
C,product_quality_led,CCR,A,0.05537560226701187,late_pct,plus,0.05
C,product_quality_led,CCR,B,0.6684458388985545,late_pct,plus,0.05
C,product_quality_led,CCR,H,0.2143597421467227,late_pct,plus,0.05
K,balanced_improvement,CCR,A,0.021721104302301474,late_pct,plus,0.05
K,balanced_improvement,CCR,B,0.35458372113565245,late_pct,plus,0.05
K,balanced_improvement,CCR,H,0.035908604438515734,late_pct,plus,0.05
K,balanced_improvement,CCR,I,0.21531661952821537,late_pct,plus,0.05
K,cost_led_development,CCR,A,0.10370591447725833,late_pct,plus,0.05
K,cost_led_development,CCR,B,0.45503891436619753,late_pct,plus,0.05
K,cost_led_development,CCR,H,0.00003232632956449752,late_pct,plus,0.05
K,cost_led_development,CCR,I,0.018100966847717583,late_pct,plus,0.05
K,delivery_reliability_led,CCR,A,0.033669961022477005,late_pct,plus,0.05
K,delivery_reliability_led,CCR,B,0.16779380809115854,late_pct,plus,0.05
K,delivery_reliability_led,CCR,H,0.13219676271264216,late_pct,plus,0.05
K,delivery_reliability_led,CCR,I,0.18512054335194353,late_pct,plus,0.05
K,product_quality_led,CCR,A,0.13106104711250402,late_pct,plus,0.05
K,product_quality_led,CCR,B,0.33389828013272926,late_pct,plus,0.05
K,product_quality_led,CCR,H,0.10436109160699755,late_pct,plus,0.05
K,product_quality_led,CCR,I,0.10094507591601924,late_pct,plus,0.05
J,balanced_improvement,CCR,A,0.03234736217735887,late_pct,plus,0.05
J,balanced_improvement,CCR,B,0.61733323945812,late_pct,plus,0.05
J,balanced_improvement,CCR,H,0.022801614572327333,late_pct,plus,0.05
J,balanced_improvement,CCR,I,0.09657471722850673,late_pct,plus,0.05
J,cost_led_development,CCR,A,0.222643967174412,late_pct,plus,0.05
J,cost_led_development,CCR,B,0.510676264580177,late_pct,plus,0.05
J,delivery_reliability_led,CCR,A,0.05547866201178751,late_pct,plus,0.05
J,delivery_reliability_led,CCR,B,0.30384527349527807,late_pct,plus,0.05
J,delivery_reliability_led,CCR,H,0.12644978133468768,late_pct,plus,0.05
J,delivery_reliability_led,CCR,I,0.165792055940174,late_pct,plus,0.05
J,product_quality_led,CCR,A,0.056318605362311445,late_pct,plus,0.05
J,product_quality_led,CCR,B,0.7582652248338744,late_pct,plus,0.05
J,product_quality_led,CCR,H,0.06522179314778896,late_pct,plus,0.05
F,balanced_improvement,CCR,A,0.1311600411593379,late_pct,plus,0.05
F,balanced_improvement,CCR,B,0.3708014152524816,late_pct,plus,0.05
F,balanced_improvement,CCR,H,0.2655120737274682,late_pct,plus,0.05
F,balanced_improvement,CCR,I,0.016707103847899748,late_pct,plus,0.05
F,cost_led_development,CCR,A,0.1279256208643663,late_pct,plus,0.05
F,cost_led_development,CCR,B,0.5604756306602473,late_pct,plus,0.05
F,cost_led_development,CCR,H,0.04955663785457756,late_pct,plus,0.05
F,cost_led_development,CCR,I,0.2423180422793412,late_pct,plus,0.05
F,delivery_reliability_led,CCR,A,0.07429003245753976,late_pct,plus,0.05
F,delivery_reliability_led,CCR,B,0.14072416907965787,late_pct,plus,0.05
F,delivery_reliability_led,CCR,H,0.42026669894259283,late_pct,plus,0.05
F,delivery_reliability_led,CCR,I,0.026175059485328955,late_pct,plus,0.05
F,product_quality_led,CCR,A,0.06049289635808121,late_pct,plus,0.05
F,product_quality_led,CCR,B,0.4385992550072146,late_pct,plus,0.05
F,product_quality_led,CCR,H,0.4445797238568201,late_pct,plus,0.05
L,balanced_improvement,CCR,A,0.1248134095196497,late_pct,plus,0.05
L,balanced_improvement,CCR,B,0.7505740303814313,late_pct,plus,0.05
L,balanced_improvement,CCR,H,0.018256400779983747,late_pct,plus,0.05
L,balanced_improvement,CCR,I,0.1248248610491066,late_pct,plus,0.05
L,cost_led_development,CCR,A,0.47426649554743877,late_pct,plus,0.05
L,cost_led_development,CCR,B,0.4820877714677159,late_pct,plus,0.05
L,delivery_reliability_led,CCR,A,0.11901006153332563,late_pct,plus,0.05
L,delivery_reliability_led,CCR,B,0.3641429373789083,late_pct,plus,0.05
L,delivery_reliability_led,CCR,H,0.1565754417835902,late_pct,plus,0.05
L,delivery_reliability_led,CCR,I,0.21194384925891435,late_pct,plus,0.05
L,product_quality_led,CCR,A,0.181991740684435,late_pct,plus,0.05
L,product_quality_led,CCR,B,0.9290192831846182,late_pct,plus,0.05
L,product_quality_led,CCR,H,0.07026339209745235,late_pct,plus,0.05
A,balanced_improvement,CCR,A,1.0,error_pct,minus,0.05
A,cost_led_development,CCR,A,1.0,error_pct,minus,0.05
A,delivery_reliability_led,CCR,A,1.0,error_pct,minus,0.05
A,product_quality_led,CCR,A,1.0,error_pct,minus,0.05
B,balanced_improvement,CCR,B,1.0,error_pct,minus,0.05
B,cost_led_development,CCR,B,1.0,error_pct,minus,0.05
B,delivery_reliability_led,CCR,B,1.0,error_pct,minus,0.05
B,product_quality_led,CCR,B,1.0,error_pct,minus,0.05
G,balanced_improvement,CCR,G,1.0,error_pct,minus,0.05
G,cost_led_development,CCR,G,1.0,error_pct,minus,0.05
G,delivery_reliability_led,CCR,G,1.0,error_pct,minus,0.05
G,product_quality_led,CCR,G,1.0,error_pct,minus,0.05
H,balanced_improvement,CCR,H,1.0,error_pct,minus,0.05
H,cost_led_development,CCR,H,1.0,error_pct,minus,0.05
H,delivery_reliability_led,CCR,H,1.0,error_pct,minus,0.05
H,product_quality_led,CCR,H,1.0,error_pct,minus,0.05
I,balanced_improvement,CCR,I,1.0,error_pct,minus,0.05
I,cost_led_development,CCR,I,1.0,error_pct,minus,0.05
I,delivery_reliability_led,CCR,I,1.0,error_pct,minus,0.05
I,product_quality_led,CCR,I,1.0,error_pct,minus,0.05
D,balanced_improvement,CCR,A,0.00004315754472296708,error_pct,minus,0.05
D,balanced_improvement,CCR,B,0.44074152196886796,error_pct,minus,0.05
D,balanced_improvement,CCR,H,0.1630480553637358,error_pct,minus,0.05
D,balanced_improvement,CCR,I,0.15743465599041725,error_pct,minus,0.05
D,cost_led_development,CCR,A,0.00004178244562625899,error_pct,minus,0.05
D,cost_led_development,CCR,B,0.5994189842246652,error_pct,minus,0.05
D,cost_led_development,CCR,H,0.06951320442910876,error_pct,minus,0.05
D,cost_led_development,CCR,I,0.11854739257729541,error_pct,minus,0.05
D,delivery_reliability_led,CCR,A,0.00006232578342879042,error_pct,minus,0.05
D,delivery_reliability_led,CCR,B,0.2216500646764541,error_pct,minus,0.05
D,delivery_reliability_led,CCR,H,0.25012380703004516,error_pct,minus,0.05
D,delivery_reliability_led,CCR,I,0.2688456019348,error_pct,minus,0.05
D,product_quality_led,CCR,A,0.00002275960166688292,error_pct,minus,0.05
D,product_quality_led,CCR,B,0.44456720120605775,error_pct,minus,0.05
D,product_quality_led,CCR,H,0.21614499382736233,error_pct,minus,0.05
D,product_quality_led,CCR,I,0.1910380456267823,error_pct,minus,0.05
E,balanced_improvement,CCR,B,0.08947692042067179,error_pct,minus,0.05
E,balanced_improvement,CCR,H,0.4573344416826752,error_pct,minus,0.05
E,cost_led_development,CCR,B,0.25079724848031604,error_pct,minus,0.05
E,cost_led_development,CCR,H,0.32807210919665764,error_pct,minus,0.05
E,delivery_reliability_led,CCR,H,0.5052028720412686,error_pct,minus,0.05
E,product_quality_led,CCR,H,0.614503677988027,error_pct,minus,0.05
C,balanced_improvement,CCR,A,0.16518360140630364,error_pct,minus,0.05
C,balanced_improvement,CCR,B,0.5094819168628435,error_pct,minus,0.05
C,balanced_improvement,CCR,H,0.1310501497166489,error_pct,minus,0.05
C,cost_led_development,CCR,A,0.21850980772075038,error_pct,minus,0.05
C,cost_led_development,CCR,B,0.6389969079761617,error_pct,minus,0.05
C,cost_led_development,CCR,H,0.00004938625896990748,error_pct,minus,0.05
C,cost_led_development,CCR,I,0.04720272214751874,error_pct,minus,0.05
C,delivery_reliability_led,CCR,A,0.15550236096219777,error_pct,minus,0.05
C,delivery_reliability_led,CCR,B,0.22860021061861505,error_pct,minus,0.05
C,delivery_reliability_led,CCR,H,0.2535177219909986,error_pct,minus,0.05
C,delivery_reliability_led,CCR,I,0.07975657021734832,error_pct,minus,0.05
C,product_quality_led,CCR,A,0.05537560226701228,error_pct,minus,0.05
C,product_quality_led,CCR,B,0.6684458388985539,error_pct,minus,0.05
C,product_quality_led,CCR,H,0.2143597421467227,error_pct,minus,0.05
K,balanced_improvement,CCR,A,0.021721104302303076,error_pct,minus,0.05
K,balanced_improvement,CCR,B,0.35458372113565195,error_pct,minus,0.05
K,balanced_improvement,CCR,H,0.03590860443851678,error_pct,minus,0.05
K,balanced_improvement,CCR,I,0.21531661952821063,error_pct,minus,0.05
K,cost_led_development,CCR,A,0.1037059144772581,error_pct,minus,0.05
K,cost_led_development,CCR,B,0.4550389143661974,error_pct,minus,0.05
K,cost_led_development,CCR,H,0.000032326329564422426,error_pct,minus,0.05
K,cost_led_development,CCR,I,0.01810096684771812,error_pct,minus,0.05
K,delivery_reliability_led,CCR,A,0.03366996102247509,error_pct,minus,0.05
K,delivery_reliability_led,CCR,B,0.16779380809115887,error_pct,minus,0.05
K,delivery_reliability_led,CCR,H,0.13219676271264091,error_pct,minus,0.05
K,delivery_reliability_led,CCR,I,0.18512054335194936,error_pct,minus,0.05
K,product_quality_led,CCR,A,0.13106104711250294,error_pct,minus,0.05
K,product_quality_led,CCR,B,0.33389828013272926,error_pct,minus,0.05
K,product_quality_led,CCR,H,0.10436109160699684,error_pct,minus,0.05
K,product_quality_led,CCR,I,0.10094507591602303,error_pct,minus,0.05
J,balanced_improvement,CCR,A,0.032347362177356474,error_pct,minus,0.05
J,balanced_improvement,CCR,B,0.6173332394581204,error_pct,minus,0.05
J,balanced_improvement,CCR,H,0.022801614572325945,error_pct,minus,0.05
J,balanced_improvement,CCR,I,0.09657471722851374,error_pct,minus,0.05
J,cost_led_development,CCR,A,0.2226439671744125,error_pct,minus,0.05
J,cost_led_development,CCR,B,0.5106762645801765,error_pct,minus,0.05
J,delivery_reliability_led,CCR,A,0.05547866201178613,error_pct,minus,0.05
J,delivery_reliability_led,CCR,B,0.3038452734952782,error_pct,minus,0.05
J,delivery_reliability_led,CCR,H,0.1264497813346868,error_pct,minus,0.05
J,delivery_reliability_led,CCR,I,0.16579205594017826,error_pct,minus,0.05
J,product_quality_led,CCR,A,0.056318605362311536,error_pct,minus,0.05
J,product_quality_led,CCR,B,0.7582652248338746,error_pct,minus,0.05
J,product_quality_led,CCR,H,0.06522179314778888,error_pct,minus,0.05
F,balanced_improvement,CCR,A,0.13116004115933935,error_pct,minus,0.05
F,balanced_improvement,CCR,B,0.37080141525248145,error_pct,minus,0.05
F,balanced_improvement,CCR,H,0.26551207372746904,error_pct,minus,0.05
F,balanced_improvement,CCR,I,0.01670710384789526,error_pct,minus,0.05
F,cost_led_development,CCR,A,0.12792562086436665,error_pct,minus,0.05
F,cost_led_development,CCR,B,0.5604756306602472,error_pct,minus,0.05
F,cost_led_development,CCR,H,0.04955663785457773,error_pct,minus,0.05
F,cost_led_development,CCR,I,0.2423180422793403,error_pct,minus,0.05
F,delivery_reliability_led,CCR,A,0.07429003245753989,error_pct,minus,0.05
F,delivery_reliability_led,CCR,B,0.14072416907965787,error_pct,minus,0.05
F,delivery_reliability_led,CCR,H,0.42026669894259283,error_pct,minus,0.05
F,delivery_reliability_led,CCR,I,0.026175059485328642,error_pct,minus,0.05
F,product_quality_led,CCR,A,0.06049289635808121,error_pct,minus,0.05
F,product_quality_led,CCR,B,0.4385992550072146,error_pct,minus,0.05
F,product_quality_led,CCR,H,0.4445797238568201,error_pct,minus,0.05
L,balanced_improvement,CCR,A,0.12481340951965693,error_pct,minus,0.05
L,balanced_improvement,CCR,B,0.7505740303814301,error_pct,minus,0.05
L,balanced_improvement,CCR,H,0.018256400779988167,error_pct,minus,0.05
L,balanced_improvement,CCR,I,0.1248248610490852,error_pct,minus,0.05
L,cost_led_development,CCR,A,0.4742664955474406,error_pct,minus,0.05
L,cost_led_development,CCR,B,0.4820877714677142,error_pct,minus,0.05
L,delivery_reliability_led,CCR,A,0.11901006153332194,error_pct,minus,0.05
L,delivery_reliability_led,CCR,B,0.3641429373789091,error_pct,minus,0.05
L,delivery_reliability_led,CCR,H,0.1565754417835879,error_pct,minus,0.05
L,delivery_reliability_led,CCR,I,0.21194384925892545,error_pct,minus,0.05
L,product_quality_led,CCR,A,0.18199174068443486,error_pct,minus,0.05
L,product_quality_led,CCR,B,0.9290192831846183,error_pct,minus,0.05
L,product_quality_led,CCR,H,0.07026339209745233,error_pct,minus,0.05
A,balanced_improvement,CCR,A,1.0,error_pct,plus,0.05
A,cost_led_development,CCR,A,1.0,error_pct,plus,0.05
A,delivery_reliability_led,CCR,A,1.0,error_pct,plus,0.05
A,product_quality_led,CCR,A,1.0,error_pct,plus,0.05
B,balanced_improvement,CCR,B,1.0,error_pct,plus,0.05
B,cost_led_development,CCR,B,1.0,error_pct,plus,0.05
B,delivery_reliability_led,CCR,B,1.0,error_pct,plus,0.05
B,product_quality_led,CCR,B,1.0,error_pct,plus,0.05
G,balanced_improvement,CCR,G,1.0,error_pct,plus,0.05
G,cost_led_development,CCR,G,1.0,error_pct,plus,0.05
G,delivery_reliability_led,CCR,G,1.0,error_pct,plus,0.05
G,product_quality_led,CCR,G,1.0,error_pct,plus,0.05
H,balanced_improvement,CCR,H,1.0,error_pct,plus,0.05
H,cost_led_development,CCR,H,1.0,error_pct,plus,0.05
H,delivery_reliability_led,CCR,H,1.0,error_pct,plus,0.05
H,product_quality_led,CCR,H,1.0,error_pct,plus,0.05
