supplier,scenario,rts,peer_supplier,lambda_value,perturbed_parameter,perturbation_direction,delta
I,balanced_improvement,CCR,I,1.0,error_pct,plus,0.05
I,cost_led_development,CCR,I,1.0,error_pct,plus,0.05
I,delivery_reliability_led,CCR,I,1.0,error_pct,plus,0.05
I,product_quality_led,CCR,I,1.0,error_pct,plus,0.05
D,balanced_improvement,CCR,A,0.00004315754472315705,error_pct,plus,0.05
D,balanced_improvement,CCR,B,0.4407415219688679,error_pct,plus,0.05
D,balanced_improvement,CCR,H,0.16304805536373584,error_pct,plus,0.05
D,balanced_improvement,CCR,I,0.1574346559904169,error_pct,plus,0.05
D,cost_led_development,CCR,A,0.00004178244563317031,error_pct,plus,0.05
D,cost_led_development,CCR,B,0.5994189842246638,error_pct,plus,0.05
D,cost_led_development,CCR,H,0.06951320442911303,error_pct,plus,0.05
D,cost_led_development,CCR,I,0.1185473925772752,error_pct,plus,0.05
D,delivery_reliability_led,CCR,A,0.00006232578342799612,error_pct,plus,0.05
D,delivery_reliability_led,CCR,B,0.22165006467645418,error_pct,plus,0.05
D,delivery_reliability_led,CCR,H,0.2501238070300446,error_pct,plus,0.05
D,delivery_reliability_led,CCR,I,0.2688456019348027,error_pct,plus,0.05
D,product_quality_led,CCR,A,0.000022759601675125812,error_pct,plus,0.05
D,product_quality_led,CCR,B,0.44456720120605714,error_pct,plus,0.05
D,product_quality_led,CCR,H,0.21614499382736757,error_pct,plus,0.05
D,product_quality_led,CCR,I,0.191038045626756,error_pct,plus,0.05
E,balanced_improvement,CCR,B,0.08947692042067179,error_pct,plus,0.05
E,balanced_improvement,CCR,H,0.4573344416826752,error_pct,plus,0.05
E,cost_led_development,CCR,B,0.25079724848031626,error_pct,plus,0.05
E,cost_led_development,CCR,H,0.3280721091966575,error_pct,plus,0.05
E,delivery_reliability_led,CCR,H,0.5052028720412686,error_pct,plus,0.05
E,product_quality_led,CCR,H,0.614503677988027,error_pct,plus,0.05
C,balanced_improvement,CCR,A,0.16518360140630364,error_pct,plus,0.05
C,balanced_improvement,CCR,B,0.5094819168628435,error_pct,plus,0.05
C,balanced_improvement,CCR,H,0.13105014971664897,error_pct,plus,0.05
C,cost_led_development,CCR,A,0.21850980772074988,error_pct,plus,0.05
C,cost_led_development,CCR,B,0.6389969079761618,error_pct,plus,0.05
C,cost_led_development,CCR,H,0.000049386258969640245,error_pct,plus,0.05
C,cost_led_development,CCR,I,0.04720272214752009,error_pct,plus,0.05
C,delivery_reliability_led,CCR,A,0.15550236096219622,error_pct,plus,0.05
C,delivery_reliability_led,CCR,B,0.2286002106186155,error_pct,plus,0.05
C,delivery_reliability_led,CCR,H,0.25351772199099776,error_pct,plus,0.05
C,delivery_reliability_led,CCR,I,0.07975657021735269,error_pct,plus,0.05
C,product_quality_led,CCR,A,0.05537560226701144,error_pct,plus,0.05
C,product_quality_led,CCR,B,0.6684458388985568,error_pct,plus,0.05
C,product_quality_led,CCR,H,0.21435974214672213,error_pct,plus,0.05
K,balanced_improvement,CCR,A,0.02172110430230264,error_pct,plus,0.05
K,balanced_improvement,CCR,B,0.35458372113565195,error_pct,plus,0.05
K,balanced_improvement,CCR,H,0.03590860443851642,error_pct,plus,0.05
K,balanced_improvement,CCR,I,0.21531661952821224,error_pct,plus,0.05
K,cost_led_development,CCR,A,0.10370591447725773,error_pct,plus,0.05
K,cost_led_development,CCR,B,0.45503891436619726,error_pct,plus,0.05
K,cost_led_development,CCR,H,0.00003232632956404805,error_pct,plus,0.05
K,cost_led_development,CCR,I,0.018100966847720053,error_pct,plus,0.05
K,delivery_reliability_led,CCR,A,0.03366996102247587,error_pct,plus,0.05
K,delivery_reliability_led,CCR,B,0.16779380809115865,error_pct,plus,0.05
K,delivery_reliability_led,CCR,H,0.13219676271264144,error_pct,plus,0.05
K,delivery_reliability_led,CCR,I,0.18512054335194714,error_pct,plus,0.05
K,product_quality_led,CCR,A,0.13106104711250355,error_pct,plus,0.05
K,product_quality_led,CCR,B,0.33389828013272915,error_pct,plus,0.05
K,product_quality_led,CCR,H,0.1043610916069972,error_pct,plus,0.05
K,product_quality_led,CCR,I,0.10094507591602118,error_pct,plus,0.05
J,balanced_improvement,CCR,A,0.032347362177356176,error_pct,plus,0.05
J,balanced_improvement,CCR,B,0.6173332394581204,error_pct,plus,0.05
J,balanced_improvement,CCR,H,0.0228016145723258,error_pct,plus,0.05
J,balanced_improvement,CCR,I,0.09657471722851448,error_pct,plus,0.05
J,cost_led_development,CCR,A,0.2226439671744112,error_pct,plus,0.05
J,cost_led_development,CCR,B,0.5106762645801778,error_pct,plus,0.05
J,delivery_reliability_led,CCR,A,0.05547866201178839,error_pct,plus,0.05
J,delivery_reliability_led,CCR,B,0.30384527349527773,error_pct,plus,0.05
J,delivery_reliability_led,CCR,H,0.12644978133468826,error_pct,plus,0.05
J,delivery_reliability_led,CCR,I,0.16579205594017124,error_pct,plus,0.05
J,product_quality_led,CCR,A,0.056318605362311536,error_pct,plus,0.05
J,product_quality_led,CCR,B,0.7582652248338746,error_pct,plus,0.05
J,product_quality_led,CCR,H,0.06522179314778888,error_pct,plus,0.05
F,balanced_improvement,CCR,A,0.13116004115933838,error_pct,plus,0.05
F,balanced_improvement,CCR,B,0.3708014152524815,error_pct,plus,0.05
F,balanced_improvement,CCR,H,0.26551207372746843,error_pct,plus,0.05
F,balanced_improvement,CCR,I,0.016707103847898495,error_pct,plus,0.05
F,cost_led_development,CCR,A,0.12792562086436773,error_pct,plus,0.05
F,cost_led_development,CCR,B,0.5604756306602469,error_pct,plus,0.05
F,cost_led_development,CCR,H,0.049556637854578506,error_pct,plus,0.05
F,cost_led_development,CCR,I,0.2423180422793371,error_pct,plus,0.05
F,delivery_reliability_led,CCR,A,0.07429003245753879,error_pct,plus,0.05
F,delivery_reliability_led,CCR,B,0.14072416907965812,error_pct,plus,0.05
F,delivery_reliability_led,CCR,H,0.4202666989425921,error_pct,plus,0.05
F,delivery_reliability_led,CCR,I,0.026175059485331876,error_pct,plus,0.05
F,product_quality_led,CCR,A,0.06049289635808145,error_pct,plus,0.05
F,product_quality_led,CCR,B,0.4385992550072145,error_pct,plus,0.05
F,product_quality_led,CCR,H,0.44457972385682004,error_pct,plus,0.05
L,balanced_improvement,CCR,A,0.12481340951964934,error_pct,plus,0.05
L,balanced_improvement,CCR,B,0.7505740303814314,error_pct,plus,0.05
L,balanced_improvement,CCR,H,0.01825640077998349,error_pct,plus,0.05
L,balanced_improvement,CCR,I,0.1248248610491078,error_pct,plus,0.05
L,cost_led_development,CCR,A,0.47426649554743977,error_pct,plus,0.05
L,cost_led_development,CCR,B,0.482087771467715,error_pct,plus,0.05
L,delivery_reliability_led,CCR,A,0.11901006153332408,error_pct,plus,0.05
L,delivery_reliability_led,CCR,B,0.3641429373789085,error_pct,plus,0.05
L,delivery_reliability_led,CCR,H,0.15657544178358923,error_pct,plus,0.05
L,delivery_reliability_led,CCR,I,0.2119438492589191,error_pct,plus,0.05
L,product_quality_led,CCR,A,0.18199174068443486,error_pct,plus,0.05
L,product_quality_led,CCR,B,0.9290192831846183,error_pct,plus,0.05
L,product_quality_led,CCR,H,0.07026339209745233,error_pct,plus,0.05
A,balanced_improvement,CCR,A,1.0,lead_days,minus,0.05
A,cost_led_development,CCR,A,1.0,lead_days,minus,0.05
A,delivery_reliability_led,CCR,A,1.0,lead_days,minus,0.05
A,product_quality_led,CCR,A,1.0,lead_days,minus,0.05
B,balanced_improvement,CCR,B,1.0,lead_days,minus,0.05
B,cost_led_development,CCR,B,1.0,lead_days,minus,0.05
B,delivery_reliability_led,CCR,B,1.0,lead_days,minus,0.05
B,product_quality_led,CCR,B,1.0,lead_days,minus,0.05
G,balanced_improvement,CCR,G,1.0,lead_days,minus,0.05
G,cost_led_development,CCR,G,1.0,lead_days,minus,0.05
G,delivery_reliability_led,CCR,G,1.0,lead_days,minus,0.05
G,product_quality_led,CCR,G,1.0,lead_days,minus,0.05
H,balanced_improvement,CCR,H,1.0,lead_days,minus,0.05
H,cost_led_development,CCR,H,1.0,lead_days,minus,0.05
H,delivery_reliability_led,CCR,H,1.0,lead_days,minus,0.05
H,product_quality_led,CCR,H,1.0,lead_days,minus,0.05
I,balanced_improvement,CCR,I,1.0,lead_days,minus,0.05
I,cost_led_development,CCR,I,1.0,lead_days,minus,0.05
I,delivery_reliability_led,CCR,I,1.0,lead_days,minus,0.05
I,product_quality_led,CCR,I,1.0,lead_days,minus,0.05
D,balanced_improvement,CCR,A,0.00004315754472460959,lead_days,minus,0.05
D,balanced_improvement,CCR,B,0.44074152196886757,lead_days,minus,0.05
D,balanced_improvement,CCR,H,0.16304805536373682,lead_days,minus,0.05
D,balanced_improvement,CCR,I,0.15743465599041234,lead_days,minus,0.05
D,cost_led_development,CCR,A,0.00004178244563466715,lead_days,minus,0.05
D,cost_led_development,CCR,B,0.5994189842246637,lead_days,minus,0.05
D,cost_led_development,CCR,H,0.06951320442911409,lead_days,minus,0.05
D,cost_led_development,CCR,I,0.11854739257727016,lead_days,minus,0.05
D,delivery_reliability_led,CCR,A,0.00006232578343357006,lead_days,minus,0.05
D,delivery_reliability_led,CCR,B,0.22165006467645276,lead_days,minus,0.05
D,delivery_reliability_led,CCR,H,0.25012380703004833,lead_days,minus,0.05
D,delivery_reliability_led,CCR,I,0.26884560193478596,lead_days,minus,0.05
D,product_quality_led,CCR,A,0.000022759601669536022,lead_days,minus,0.05
D,product_quality_led,CCR,B,0.44456720120605786,lead_days,minus,0.05
D,product_quality_led,CCR,H,0.21614499382736407,lead_days,minus,0.05
D,product_quality_led,CCR,I,0.1910380456267733,lead_days,minus,0.05
E,balanced_improvement,CCR,B,0.08947692042067153,lead_days,minus,0.05
E,balanced_improvement,CCR,H,0.45733444168267545,lead_days,minus,0.05
E,cost_led_development,CCR,B,0.25079724848031604,lead_days,minus,0.05
E,cost_led_development,CCR,H,0.32807210919665764,lead_days,minus,0.05
E,delivery_reliability_led,CCR,H,0.5052028720412686,lead_days,minus,0.05
E,product_quality_led,CCR,H,0.614503677988027,lead_days,minus,0.05
C,balanced_improvement,CCR,A,0.16518360140630364,lead_days,minus,0.05
C,balanced_improvement,CCR,B,0.5094819168628435,lead_days,minus,0.05
C,balanced_improvement,CCR,H,0.13105014971664897,lead_days,minus,0.05
C,cost_led_development,CCR,A,0.21850980772074988,lead_days,minus,0.05
C,cost_led_development,CCR,B,0.6389969079761618,lead_days,minus,0.05
C,cost_led_development,CCR,H,0.000049386258969640245,lead_days,minus,0.05
C,cost_led_development,CCR,I,0.04720272214752009,lead_days,minus,0.05
C,delivery_reliability_led,CCR,A,0.15550236096219622,lead_days,minus,0.05
C,delivery_reliability_led,CCR,B,0.2286002106186155,lead_days,minus,0.05
C,delivery_reliability_led,CCR,H,0.25351772199099776,lead_days,minus,0.05
C,delivery_reliability_led,CCR,I,0.07975657021735269,lead_days,minus,0.05
C,product_quality_led,CCR,A,0.05537560226701122,lead_days,minus,0.05
C,product_quality_led,CCR,B,0.6684458388985569,lead_days,minus,0.05
C,product_quality_led,CCR,H,0.21435974214672218,lead_days,minus,0.05
K,balanced_improvement,CCR,A,0.021721104302301522,lead_days,minus,0.05
K,balanced_improvement,CCR,B,0.3545837211356523,lead_days,minus,0.05
K,balanced_improvement,CCR,H,0.03590860443851577,lead_days,minus,0.05
K,balanced_improvement,CCR,I,0.21531661952821535,lead_days,minus,0.05
K,cost_led_development,CCR,A,0.1037059144772582,lead_days,minus,0.05
K,cost_led_development,CCR,B,0.45503891436619726,lead_days,minus,0.05
K,cost_led_development,CCR,H,0.000032326329564489294,lead_days,minus,0.05
K,cost_led_development,CCR,I,0.018100966847718083,lead_days,minus,0.05
K,delivery_reliability_led,CCR,A,0.033669961022475096,lead_days,minus,0.05
K,delivery_reliability_led,CCR,B,0.1677938080911589,lead_days,minus,0.05
K,delivery_reliability_led,CCR,H,0.132196762712641,lead_days,minus,0.05
K,delivery_reliability_led,CCR,I,0.18512054335194927,lead_days,minus,0.05
K,product_quality_led,CCR,A,0.13106104711250594,lead_days,minus,0.05
K,product_quality_led,CCR,B,0.3338982801327288,lead_days,minus,0.05
K,product_quality_led,CCR,H,0.1043610916069987,lead_days,minus,0.05
K,product_quality_led,CCR,I,0.10094507591601382,lead_days,minus,0.05
J,balanced_improvement,CCR,A,0.032347362177359305,lead_days,minus,0.05
J,balanced_improvement,CCR,B,0.6173332394581199,lead_days,minus,0.05
J,balanced_improvement,CCR,H,0.022801614572327655,lead_days,minus,0.05
J,balanced_improvement,CCR,I,0.09657471722850544,lead_days,minus,0.05
J,cost_led_development,CCR,A,0.222643967174412,lead_days,minus,0.05
J,cost_led_development,CCR,B,0.510676264580177,lead_days,minus,0.05
J,delivery_reliability_led,CCR,A,0.05547866201178765,lead_days,minus,0.05
J,delivery_reliability_led,CCR,B,0.30384527349527807,lead_days,minus,0.05
J,delivery_reliability_led,CCR,H,0.12644978133468776,lead_days,minus,0.05
J,delivery_reliability_led,CCR,I,0.16579205594017354,lead_days,minus,0.05
J,product_quality_led,CCR,A,0.05631860536231128,lead_days,minus,0.05
J,product_quality_led,CCR,B,0.7582652248338744,lead_days,minus,0.05
J,product_quality_led,CCR,H,0.065221793147789,lead_days,minus,0.05
F,balanced_improvement,CCR,A,0.13116004115934013,lead_days,minus,0.05
F,balanced_improvement,CCR,B,0.37080141525248117,lead_days,minus,0.05
F,balanced_improvement,CCR,H,0.26551207372746943,lead_days,minus,0.05
F,balanced_improvement,CCR,I,0.01670710384789332,lead_days,minus,0.05
F,cost_led_development,CCR,A,0.1279256208643663,lead_days,minus,0.05
F,cost_led_development,CCR,B,0.5604756306602473,lead_days,minus,0.05
F,cost_led_development,CCR,H,0.04955663785457756,lead_days,minus,0.05
F,cost_led_development,CCR,I,0.2423180422793412,lead_days,minus,0.05
F,delivery_reliability_led,CCR,A,0.07429003245753976,lead_days,minus,0.05
F,delivery_reliability_led,CCR,B,0.14072416907965787,lead_days,minus,0.05
F,delivery_reliability_led,CCR,H,0.42026669894259283,lead_days,minus,0.05
F,delivery_reliability_led,CCR,I,0.026175059485328955,lead_days,minus,0.05
F,product_quality_led,CCR,A,0.060492896358081055,lead_days,minus,0.05
F,product_quality_led,CCR,B,0.43859925500721475,lead_days,minus,0.05
F,product_quality_led,CCR,H,0.44457972385682004,lead_days,minus,0.05
L,balanced_improvement,CCR,A,0.12481340951964899,lead_days,minus,0.05
L,balanced_improvement,CCR,B,0.7505740303814316,lead_days,minus,0.05
L,balanced_improvement,CCR,H,0.018256400779983292,lead_days,minus,0.05
L,balanced_improvement,CCR,I,0.12482486104910873,lead_days,minus,0.05
L,cost_led_development,CCR,A,0.47426649554743877,lead_days,minus,0.05
L,cost_led_development,CCR,B,0.4820877714677159,lead_days,minus,0.05
L,delivery_reliability_led,CCR,A,0.11901006153332706,lead_days,minus,0.05
L,delivery_reliability_led,CCR,B,0.36414293737890785,lead_days,minus,0.05
L,delivery_reliability_led,CCR,H,0.1565754417835911,lead_days,minus,0.05
L,delivery_reliability_led,CCR,I,0.21194384925891008,lead_days,minus,0.05
L,product_quality_led,CCR,A,0.18199174068443533,lead_days,minus,0.05
L,product_quality_led,CCR,B,0.9290192831846175,lead_days,minus,0.05
L,product_quality_led,CCR,H,0.07026339209745247,lead_days,minus,0.05
A,balanced_improvement,CCR,A,1.0,lead_days,plus,0.05
A,cost_led_development,CCR,A,1.0,lead_days,plus,0.05
A,delivery_reliability_led,CCR,A,1.0,lead_days,plus,0.05
A,product_quality_led,CCR,A,1.0,lead_days,plus,0.05
B,balanced_improvement,CCR,B,1.0,lead_days,plus,0.05
B,cost_led_development,CCR,B,1.0,lead_days,plus,0.05
B,delivery_reliability_led,CCR,B,1.0,lead_days,plus,0.05
B,product_quality_led,CCR,B,1.0,lead_days,plus,0.05
G,balanced_improvement,CCR,G,1.0,lead_days,plus,0.05
G,cost_led_development,CCR,G,1.0,lead_days,plus,0.05
G,delivery_reliability_led,CCR,G,1.0,lead_days,plus,0.05
G,product_quality_led,CCR,G,1.0,lead_days,plus,0.05
H,balanced_improvement,CCR,H,1.0,lead_days,plus,0.05
H,cost_led_development,CCR,H,1.0,lead_days,plus,0.05
H,delivery_reliability_led,CCR,H,1.0,lead_days,plus,0.05
H,product_quality_led,CCR,H,1.0,lead_days,plus,0.05
I,balanced_improvement,CCR,I,1.0,lead_days,plus,0.05
I,cost_led_development,CCR,I,1.0,lead_days,plus,0.05
I,delivery_reliability_led,CCR,I,1.0,lead_days,plus,0.05
I,product_quality_led,CCR,I,1.0,lead_days,plus,0.05
D,balanced_improvement,CCR,A,0.00004315754472460959,lead_days,plus,0.05
D,balanced_improvement,CCR,B,0.44074152196886757,lead_days,plus,0.05
D,balanced_improvement,CCR,H,0.16304805536373682,lead_days,plus,0.05
D,balanced_improvement,CCR,I,0.15743465599041234,lead_days,plus,0.05
D,cost_led_development,CCR,A,0.00004178244563466715,lead_days,plus,0.05
D,cost_led_development,CCR,B,0.5994189842246637,lead_days,plus,0.05
D,cost_led_development,CCR,H,0.06951320442911409,lead_days,plus,0.05
D,cost_led_development,CCR,I,0.11854739257727016,lead_days,plus,0.05
D,delivery_reliability_led,CCR,A,0.00006232578343357006,lead_days,plus,0.05
D,delivery_reliability_led,CCR,B,0.22165006467645276,lead_days,plus,0.05
D,delivery_reliability_led,CCR,H,0.25012380703004833,lead_days,plus,0.05
D,delivery_reliability_led,CCR,I,0.26884560193478596,lead_days,plus,0.05
D,product_quality_led,CCR,A,0.000022759601669536022,lead_days,plus,0.05
D,product_quality_led,CCR,B,0.44456720120605786,lead_days,plus,0.05
D,product_quality_led,CCR,H,0.21614499382736407,lead_days,plus,0.05
D,product_quality_led,CCR,I,0.1910380456267733,lead_days,plus,0.05
E,balanced_improvement,CCR,B,0.08947692042067186,lead_days,plus,0.05
E,balanced_improvement,CCR,H,0.4573344416826752,lead_days,plus,0.05
E,cost_led_development,CCR,B,0.25079724848031626,lead_days,plus,0.05
E,cost_led_development,CCR,H,0.3280721091966575,lead_days,plus,0.05
E,delivery_reliability_led,CCR,H,0.5052028720412687,lead_days,plus,0.05
E,product_quality_led,CCR,H,0.6145036779880269,lead_days,plus,0.05
C,balanced_improvement,CCR,A,0.1651836014063032,lead_days,plus,0.05
C,balanced_improvement,CCR,B,0.5094819168628439,lead_days,plus,0.05
C,balanced_improvement,CCR,H,0.131050149716649,lead_days,plus,0.05
C,cost_led_development,CCR,A,0.21850980772074988,lead_days,plus,0.05
C,cost_led_development,CCR,B,0.6389969079761618,lead_days,plus,0.05
C,cost_led_development,CCR,H,0.000049386258969640245,lead_days,plus,0.05
C,cost_led_development,CCR,I,0.04720272214752009,lead_days,plus,0.05
C,delivery_reliability_led,CCR,A,0.15550236096219547,lead_days,plus,0.05
C,delivery_reliability_led,CCR,B,0.22860021061861568,lead_days,plus,0.05
C,delivery_reliability_led,CCR,H,0.2535177219909972,lead_days,plus,0.05
C,delivery_reliability_led,CCR,I,0.07975657021735498,lead_days,plus,0.05
C,product_quality_led,CCR,A,0.055375602267011534,lead_days,plus,0.05
C,product_quality_led,CCR,B,0.6684458388985556,lead_days,plus,0.05
C,product_quality_led,CCR,H,0.2143597421467225,lead_days,plus,0.05
K,balanced_improvement,CCR,A,0.021721104302302043,lead_days,plus,0.05
K,balanced_improvement,CCR,B,0.3545837211356521,lead_days,plus,0.05
K,balanced_improvement,CCR,H,0.035908604438516095,lead_days,plus,0.05
K,balanced_improvement,CCR,I,0.21531661952821382,lead_days,plus,0.05
K,cost_led_development,CCR,A,0.1037059144772582,lead_days,plus,0.05
K,cost_led_development,CCR,B,0.45503891436619726,lead_days,plus,0.05
K,cost_led_development,CCR,H,0.000032326329564489294,lead_days,plus,0.05
K,cost_led_development,CCR,I,0.018100966847718083,lead_days,plus,0.05
K,delivery_reliability_led,CCR,A,0.033669961022475096,lead_days,plus,0.05
K,delivery_reliability_led,CCR,B,0.1677938080911589,lead_days,plus,0.05
K,delivery_reliability_led,CCR,H,0.132196762712641,lead_days,plus,0.05
K,delivery_reliability_led,CCR,I,0.18512054335194927,lead_days,plus,0.05
K,product_quality_led,CCR,A,0.13106104711250594,lead_days,plus,0.05
K,product_quality_led,CCR,B,0.3338982801327288,lead_days,plus,0.05
K,product_quality_led,CCR,H,0.1043610916069987,lead_days,plus,0.05
