supplier,scenario,rts,peer_supplier,lambda_value,perturbed_parameter,perturbation_direction,delta
K,product_quality_led,CCR,I,0.10094507591601382,lead_days,plus,0.05
J,balanced_improvement,CCR,A,0.03234736217735743,lead_days,plus,0.05
J,balanced_improvement,CCR,B,0.6173332394581201,lead_days,plus,0.05
J,balanced_improvement,CCR,H,0.022801614572326514,lead_days,plus,0.05
J,balanced_improvement,CCR,I,0.09657471722851084,lead_days,plus,0.05
J,cost_led_development,CCR,A,0.222643967174412,lead_days,plus,0.05
J,cost_led_development,CCR,B,0.510676264580177,lead_days,plus,0.05
J,delivery_reliability_led,CCR,A,0.05547866201178873,lead_days,plus,0.05
J,delivery_reliability_led,CCR,B,0.3038452734952778,lead_days,plus,0.05
J,delivery_reliability_led,CCR,H,0.12644978133468837,lead_days,plus,0.05
J,delivery_reliability_led,CCR,I,0.16579205594017052,lead_days,plus,0.05
J,product_quality_led,CCR,A,0.056318605362311515,lead_days,plus,0.05
J,product_quality_led,CCR,B,0.7582652248338742,lead_days,plus,0.05
J,product_quality_led,CCR,H,0.065221793147789,lead_days,plus,0.05
F,balanced_improvement,CCR,A,0.1311600411593379,lead_days,plus,0.05
F,balanced_improvement,CCR,B,0.3708014152524816,lead_days,plus,0.05
F,balanced_improvement,CCR,H,0.2655120737274682,lead_days,plus,0.05
F,balanced_improvement,CCR,I,0.016707103847899748,lead_days,plus,0.05
F,cost_led_development,CCR,A,0.1279256208643683,lead_days,plus,0.05
F,cost_led_development,CCR,B,0.5604756306602469,lead_days,plus,0.05
F,cost_led_development,CCR,H,0.04955663785457868,lead_days,plus,0.05
F,cost_led_development,CCR,I,0.24231804227933565,lead_days,plus,0.05
F,delivery_reliability_led,CCR,A,0.07429003245753976,lead_days,plus,0.05
F,delivery_reliability_led,CCR,B,0.14072416907965787,lead_days,plus,0.05
F,delivery_reliability_led,CCR,H,0.42026669894259283,lead_days,plus,0.05
F,delivery_reliability_led,CCR,I,0.026175059485328955,lead_days,plus,0.05
F,product_quality_led,CCR,A,0.06049289635808088,lead_days,plus,0.05
F,product_quality_led,CCR,B,0.4385992550072148,lead_days,plus,0.05
F,product_quality_led,CCR,H,0.4445797238568201,lead_days,plus,0.05
L,balanced_improvement,CCR,A,0.12481340951964989,lead_days,plus,0.05
L,balanced_improvement,CCR,B,0.7505740303814314,lead_days,plus,0.05
L,balanced_improvement,CCR,H,0.01825640077998387,lead_days,plus,0.05
L,balanced_improvement,CCR,I,0.12482486104910581,lead_days,plus,0.05
L,cost_led_development,CCR,A,0.47426649554743877,lead_days,plus,0.05
L,cost_led_development,CCR,B,0.4820877714677159,lead_days,plus,0.05
L,delivery_reliability_led,CCR,A,0.11901006153332576,lead_days,plus,0.05
L,delivery_reliability_led,CCR,B,0.36414293737890824,lead_days,plus,0.05
L,delivery_reliability_led,CCR,H,0.15657544178359029,lead_days,plus,0.05
L,delivery_reliability_led,CCR,I,0.211943849258914,lead_days,plus,0.05
L,product_quality_led,CCR,A,0.18199174068443558,lead_days,plus,0.05
L,product_quality_led,CCR,B,0.9290192831846172,lead_days,plus,0.05
L,product_quality_led,CCR,H,0.07026339209745244,lead_days,plus,0.05
A,balanced_improvement,CCR,A,1.0,quality_score,minus,0.05
A,cost_led_development,CCR,A,1.0,quality_score,minus,0.05
A,delivery_reliability_led,CCR,A,1.0,quality_score,minus,0.05
A,product_quality_led,CCR,A,1.0,quality_score,minus,0.05
B,balanced_improvement,CCR,B,1.0,quality_score,minus,0.05
B,cost_led_development,CCR,B,1.0,quality_score,minus,0.05
B,delivery_reliability_led,CCR,B,1.0,quality_score,minus,0.05
B,product_quality_led,CCR,B,1.0,quality_score,minus,0.05
G,balanced_improvement,CCR,G,1.0,quality_score,minus,0.05
G,cost_led_development,CCR,G,1.0,quality_score,minus,0.05
G,delivery_reliability_led,CCR,G,1.0,quality_score,minus,0.05
G,product_quality_led,CCR,G,1.0,quality_score,minus,0.05
H,balanced_improvement,CCR,H,1.0,quality_score,minus,0.05
H,cost_led_development,CCR,H,1.0,quality_score,minus,0.05
H,delivery_reliability_led,CCR,H,1.0,quality_score,minus,0.05
H,product_quality_led,CCR,H,1.0,quality_score,minus,0.05
I,balanced_improvement,CCR,I,1.0,quality_score,minus,0.05
I,cost_led_development,CCR,I,1.0,quality_score,minus,0.05
I,delivery_reliability_led,CCR,I,1.0,quality_score,minus,0.05
I,product_quality_led,CCR,I,1.0,quality_score,minus,0.05
D,balanced_improvement,CCR,A,0.00004315754472231152,quality_score,minus,0.05
D,balanced_improvement,CCR,B,0.44074152196886807,quality_score,minus,0.05
D,balanced_improvement,CCR,H,0.1630480553637353,quality_score,minus,0.05
D,balanced_improvement,CCR,I,0.15743465599041936,quality_score,minus,0.05
D,cost_led_development,CCR,A,0.00004178244563220942,quality_score,minus,0.05
D,cost_led_development,CCR,B,0.5994189842246639,quality_score,minus,0.05
D,cost_led_development,CCR,H,0.06951320442911235,quality_score,minus,0.05
D,cost_led_development,CCR,I,0.11854739257727843,quality_score,minus,0.05
D,delivery_reliability_led,CCR,A,0.00006232578343067428,quality_score,minus,0.05
D,delivery_reliability_led,CCR,B,0.22165006467645346,quality_score,minus,0.05
D,delivery_reliability_led,CCR,H,0.2501238070300465,quality_score,minus,0.05
D,delivery_reliability_led,CCR,I,0.2688456019347946,quality_score,minus,0.05
D,product_quality_led,CCR,A,0.000022759601673692165,quality_score,minus,0.05
D,product_quality_led,CCR,B,0.4445672012060574,quality_score,minus,0.05
D,product_quality_led,CCR,H,0.2161449938273667,quality_score,minus,0.05
D,product_quality_led,CCR,I,0.1910380456267602,quality_score,minus,0.05
E,balanced_improvement,CCR,B,0.08947692042067171,quality_score,minus,0.05
E,balanced_improvement,CCR,H,0.4573344416826753,quality_score,minus,0.05
E,cost_led_development,CCR,B,0.25079724848031637,quality_score,minus,0.05
E,cost_led_development,CCR,H,0.3280721091966574,quality_score,minus,0.05
E,delivery_reliability_led,CCR,H,0.5052028720412686,quality_score,minus,0.05
E,product_quality_led,CCR,H,0.614503677988027,quality_score,minus,0.05
C,balanced_improvement,CCR,A,0.1651836014063039,quality_score,minus,0.05
C,balanced_improvement,CCR,B,0.5094819168628433,quality_score,minus,0.05
C,balanced_improvement,CCR,H,0.1310501497166489,quality_score,minus,0.05
C,cost_led_development,CCR,A,0.21850980772075154,quality_score,minus,0.05
C,cost_led_development,CCR,B,0.6389969079761616,quality_score,minus,0.05
C,cost_led_development,CCR,H,0.000049386258970605144,quality_score,minus,0.05
C,cost_led_development,CCR,I,0.04720272214751532,quality_score,minus,0.05
C,delivery_reliability_led,CCR,A,0.15550236096219586,quality_score,minus,0.05
C,delivery_reliability_led,CCR,B,0.22860021061861555,quality_score,minus,0.05
C,delivery_reliability_led,CCR,H,0.2535177219909974,quality_score,minus,0.05
C,delivery_reliability_led,CCR,I,0.07975657021735387,quality_score,minus,0.05
C,product_quality_led,CCR,A,0.05537560226701211,quality_score,minus,0.05
C,product_quality_led,CCR,B,0.6684458388985544,quality_score,minus,0.05
C,product_quality_led,CCR,H,0.2143597421467226,quality_score,minus,0.05
K,balanced_improvement,CCR,A,0.021721104302302837,quality_score,minus,0.05
K,balanced_improvement,CCR,B,0.35458372113565206,quality_score,minus,0.05
K,balanced_improvement,CCR,H,0.03590860443851663,quality_score,minus,0.05
K,balanced_improvement,CCR,I,0.21531661952821127,quality_score,minus,0.05
K,cost_led_development,CCR,A,0.10370591447725867,quality_score,minus,0.05
K,cost_led_development,CCR,B,0.4550389143661972,quality_score,minus,0.05
K,cost_led_development,CCR,H,0.00003232632956474132,quality_score,minus,0.05
K,cost_led_development,CCR,I,0.018100966847716695,quality_score,minus,0.05
K,delivery_reliability_led,CCR,A,0.033669961022477,quality_score,minus,0.05
K,delivery_reliability_led,CCR,B,0.1677938080911585,quality_score,minus,0.05
K,delivery_reliability_led,CCR,H,0.13219676271264216,quality_score,minus,0.05
K,delivery_reliability_led,CCR,I,0.18512054335194358,quality_score,minus,0.05
K,product_quality_led,CCR,A,0.13106104711250297,quality_score,minus,0.05
K,product_quality_led,CCR,B,0.33389828013272904,quality_score,minus,0.05
K,product_quality_led,CCR,H,0.10436109160699682,quality_score,minus,0.05
K,product_quality_led,CCR,I,0.10094507591602334,quality_score,minus,0.05
J,balanced_improvement,CCR,A,0.03234736217735657,quality_score,minus,0.05
J,balanced_improvement,CCR,B,0.6173332394581204,quality_score,minus,0.05
J,balanced_improvement,CCR,H,0.022801614572325914,quality_score,minus,0.05
J,balanced_improvement,CCR,I,0.09657471722851362,quality_score,minus,0.05
J,cost_led_development,CCR,A,0.2226439671744125,quality_score,minus,0.05
J,cost_led_development,CCR,B,0.5106762645801765,quality_score,minus,0.05
J,delivery_reliability_led,CCR,A,0.05547866201178719,quality_score,minus,0.05
J,delivery_reliability_led,CCR,B,0.303845273495278,quality_score,minus,0.05
J,delivery_reliability_led,CCR,H,0.12644978133468732,quality_score,minus,0.05
J,delivery_reliability_led,CCR,I,0.16579205594017546,quality_score,minus,0.05
J,product_quality_led,CCR,A,0.05631860536231191,quality_score,minus,0.05
J,product_quality_led,CCR,B,0.7582652248338727,quality_score,minus,0.05
J,product_quality_led,CCR,H,0.0652217931477893,quality_score,minus,0.05
F,balanced_improvement,CCR,A,0.1311600411593402,quality_score,minus,0.05
F,balanced_improvement,CCR,B,0.3708014152524811,quality_score,minus,0.05
F,balanced_improvement,CCR,H,0.2655120737274695,quality_score,minus,0.05
F,balanced_improvement,CCR,I,0.016707103847892882,quality_score,minus,0.05
F,cost_led_development,CCR,A,0.12792562086436238,quality_score,minus,0.05
F,cost_led_development,CCR,B,0.560475630660248,quality_score,minus,0.05
F,cost_led_development,CCR,H,0.04955663785457502,quality_score,minus,0.05
F,cost_led_development,CCR,I,0.24231804227935325,quality_score,minus,0.05
F,delivery_reliability_led,CCR,A,0.07429003245753898,quality_score,minus,0.05
F,delivery_reliability_led,CCR,B,0.14072416907965807,quality_score,minus,0.05
F,delivery_reliability_led,CCR,H,0.4202666989425921,quality_score,minus,0.05
F,delivery_reliability_led,CCR,I,0.026175059485331508,quality_score,minus,0.05
F,product_quality_led,CCR,A,0.06049289635808128,quality_score,minus,0.05
F,product_quality_led,CCR,B,0.43859925500721497,quality_score,minus,0.05
F,product_quality_led,CCR,H,0.44457972385681993,quality_score,minus,0.05
L,balanced_improvement,CCR,A,0.12481340951965683,quality_score,minus,0.05
L,balanced_improvement,CCR,B,0.7505740303814301,quality_score,minus,0.05
L,balanced_improvement,CCR,H,0.018256400779988104,quality_score,minus,0.05
L,balanced_improvement,CCR,I,0.12482486104908533,quality_score,minus,0.05
L,cost_led_development,CCR,A,0.4742664955474395,quality_score,minus,0.05
L,cost_led_development,CCR,B,0.48208777146771525,quality_score,minus,0.05
L,delivery_reliability_led,CCR,A,0.11901006153332243,quality_score,minus,0.05
L,delivery_reliability_led,CCR,B,0.36414293737890907,quality_score,minus,0.05
L,delivery_reliability_led,CCR,H,0.15657544178358823,quality_score,minus,0.05
L,delivery_reliability_led,CCR,I,0.2119438492589237,quality_score,minus,0.05
L,product_quality_led,CCR,A,0.18199174068443502,quality_score,minus,0.05
L,product_quality_led,CCR,B,0.9290192831846176,quality_score,minus,0.05
L,product_quality_led,CCR,H,0.07026339209745251,quality_score,minus,0.05
A,balanced_improvement,CCR,A,1.0,quality_score,plus,0.05
A,cost_led_development,CCR,A,1.0,quality_score,plus,0.05
A,delivery_reliability_led,CCR,A,1.0,quality_score,plus,0.05
A,product_quality_led,CCR,A,1.0,quality_score,plus,0.05
B,balanced_improvement,CCR,B,1.0,quality_score,plus,0.05
B,cost_led_development,CCR,B,1.0,quality_score,plus,0.05
B,delivery_reliability_led,CCR,B,1.0,quality_score,plus,0.05
B,product_quality_led,CCR,B,1.0,quality_score,plus,0.05
G,balanced_improvement,CCR,G,1.0,quality_score,plus,0.05
G,cost_led_development,CCR,G,1.0,quality_score,plus,0.05
G,delivery_reliability_led,CCR,G,1.0,quality_score,plus,0.05
G,product_quality_led,CCR,G,1.0,quality_score,plus,0.05
H,balanced_improvement,CCR,H,1.0,quality_score,plus,0.05
H,cost_led_development,CCR,H,1.0,quality_score,plus,0.05
H,delivery_reliability_led,CCR,H,1.0,quality_score,plus,0.05
H,product_quality_led,CCR,H,1.0,quality_score,plus,0.05
I,balanced_improvement,CCR,I,1.0,quality_score,plus,0.05
I,cost_led_development,CCR,I,1.0,quality_score,plus,0.05
I,delivery_reliability_led,CCR,I,1.0,quality_score,plus,0.05
I,product_quality_led,CCR,I,1.0,quality_score,plus,0.05
D,balanced_improvement,CCR,A,0.000043157544722121536,quality_score,plus,0.05
D,balanced_improvement,CCR,B,0.4407415219688681,quality_score,plus,0.05
D,balanced_improvement,CCR,H,0.1630480553637353,quality_score,plus,0.05
D,balanced_improvement,CCR,I,0.15743465599041973,quality_score,plus,0.05
D,cost_led_development,CCR,A,0.000041782445623816806,quality_score,plus,0.05
D,cost_led_development,CCR,B,0.5994189842246659,quality_score,plus,0.05
D,cost_led_development,CCR,H,0.0695132044291074,quality_score,plus,0.05
D,cost_led_development,CCR,I,0.11854739257730217,quality_score,plus,0.05
D,delivery_reliability_led,CCR,A,0.00006232578343356086,quality_score,plus,0.05
D,delivery_reliability_led,CCR,B,0.22165006467645273,quality_score,plus,0.05
D,delivery_reliability_led,CCR,H,0.25012380703004833,quality_score,plus,0.05
D,delivery_reliability_led,CCR,I,0.26884560193478596,quality_score,plus,0.05
D,product_quality_led,CCR,A,0.000022759601664347664,quality_score,plus,0.05
D,product_quality_led,CCR,B,0.4445672012060586,quality_score,plus,0.05
D,product_quality_led,CCR,H,0.2161449938273608,quality_score,plus,0.05
D,product_quality_led,CCR,I,0.19103804562678944,quality_score,plus,0.05
E,balanced_improvement,CCR,B,0.08947692042067176,quality_score,plus,0.05
E,balanced_improvement,CCR,H,0.4573344416826752,quality_score,plus,0.05
E,cost_led_development,CCR,B,0.25079724848031626,quality_score,plus,0.05
E,cost_led_development,CCR,H,0.3280721091966574,quality_score,plus,0.05
E,delivery_reliability_led,CCR,H,0.5052028720412687,quality_score,plus,0.05
E,product_quality_led,CCR,H,0.6145036779880269,quality_score,plus,0.05
C,balanced_improvement,CCR,A,0.16518360140630406,quality_score,plus,0.05
C,balanced_improvement,CCR,B,0.509481916862843,quality_score,plus,0.05
C,balanced_improvement,CCR,H,0.13105014971664883,quality_score,plus,0.05
C,cost_led_development,CCR,A,0.21850980772075082,quality_score,plus,0.05
C,cost_led_development,CCR,B,0.6389969079761614,quality_score,plus,0.05
C,cost_led_development,CCR,H,0.00004938625897017012,quality_score,plus,0.05
C,cost_led_development,CCR,I,0.047202722147517494,quality_score,plus,0.05
C,delivery_reliability_led,CCR,A,0.15550236096219552,quality_score,plus,0.05
C,delivery_reliability_led,CCR,B,0.2286002106186157,quality_score,plus,0.05
C,delivery_reliability_led,CCR,H,0.2535177219909972,quality_score,plus,0.05
C,delivery_reliability_led,CCR,I,0.07975657021735456,quality_score,plus,0.05
C,product_quality_led,CCR,A,0.05537560226701187,quality_score,plus,0.05
C,product_quality_led,CCR,B,0.6684458388985545,quality_score,plus,0.05
C,product_quality_led,CCR,H,0.2143597421467227,quality_score,plus,0.05
K,balanced_improvement,CCR,A,0.02172110430230186,quality_score,plus,0.05
K,balanced_improvement,CCR,B,0.3545837211356522,quality_score,plus,0.05
K,balanced_improvement,CCR,H,0.035908604438515984,quality_score,plus,0.05
K,balanced_improvement,CCR,I,0.21531661952821435,quality_score,plus,0.05
K,cost_led_development,CCR,A,0.1037059144772578,quality_score,plus,0.05
K,cost_led_development,CCR,B,0.4550389143661974,quality_score,plus,0.05
K,cost_led_development,CCR,H,0.00003232632956429267,quality_score,plus,0.05
K,cost_led_development,CCR,I,0.018100966847718995,quality_score,plus,0.05
K,delivery_reliability_led,CCR,A,0.03366996102247662,quality_score,plus,0.05
K,delivery_reliability_led,CCR,B,0.16779380809115857,quality_score,plus,0.05
K,delivery_reliability_led,CCR,H,0.13219676271264194,quality_score,plus,0.05
K,delivery_reliability_led,CCR,I,0.18512054335194467,quality_score,plus,0.05
K,product_quality_led,CCR,A,0.13106104711250177,quality_score,plus,0.05
K,product_quality_led,CCR,B,0.33389828013272926,quality_score,plus,0.05
K,product_quality_led,CCR,H,0.10436109160699608,quality_score,plus,0.05
K,product_quality_led,CCR,I,0.1009450759160269,quality_score,plus,0.05
J,balanced_improvement,CCR,A,0.032347362177363545,quality_score,plus,0.05
J,balanced_improvement,CCR,B,0.6173332394581187,quality_score,plus,0.05
J,balanced_improvement,CCR,H,0.022801614572330212,quality_score,plus,0.05
J,balanced_improvement,CCR,I,0.09657471722849316,quality_score,plus,0.05
J,cost_led_development,CCR,A,0.22264396717441062,quality_score,plus,0.05
J,cost_led_development,CCR,B,0.5106762645801783,quality_score,plus,0.05
J,delivery_reliability_led,CCR,A,0.0554786620117867,quality_score,plus,0.05
J,delivery_reliability_led,CCR,B,0.3038452734952784,quality_score,plus,0.05
J,delivery_reliability_led,CCR,H,0.12644978133468704,quality_score,plus,0.05
J,delivery_reliability_led,CCR,I,0.16579205594017654,quality_score,plus,0.05
J,product_quality_led,CCR,A,0.05631860536231191,quality_score,plus,0.05
J,product_quality_led,CCR,B,0.7582652248338727,quality_score,plus,0.05
J,product_quality_led,CCR,H,0.0652217931477893,quality_score,plus,0.05
F,balanced_improvement,CCR,A,0.131160041159341,quality_score,plus,0.05
F,balanced_improvement,CCR,B,0.37080141525248095,quality_score,plus,0.05
F,balanced_improvement,CCR,H,0.26551207372746993,quality_score,plus,0.05
F,balanced_improvement,CCR,I,0.016707103847890804,quality_score,plus,0.05
F,cost_led_development,CCR,A,0.12792562086436393,quality_score,plus,0.05
F,cost_led_development,CCR,B,0.5604756306602477,quality_score,plus,0.05
F,cost_led_development,CCR,H,0.049556637854576036,quality_score,plus,0.05
F,cost_led_development,CCR,I,0.24231804227934822,quality_score,plus,0.05
F,delivery_reliability_led,CCR,A,0.07429003245754001,quality_score,plus,0.05
F,delivery_reliability_led,CCR,B,0.14072416907965785,quality_score,plus,0.05
F,delivery_reliability_led,CCR,H,0.4202666989425929,quality_score,plus,0.05
F,delivery_reliability_led,CCR,I,0.02617505948532822,quality_score,plus,0.05
F,product_quality_led,CCR,A,0.060492896358081145,quality_score,plus,0.05
F,product_quality_led,CCR,B,0.4385992550072144,quality_score,plus,0.05
F,product_quality_led,CCR,H,0.4445797238568201,quality_score,plus,0.05
L,balanced_improvement,CCR,A,0.12481340951964115,quality_score,plus,0.05
L,balanced_improvement,CCR,B,0.7505740303814332,quality_score,plus,0.05
L,balanced_improvement,CCR,H,0.018256400779978525,quality_score,plus,0.05
L,balanced_improvement,CCR,I,0.1248248610491318,quality_score,plus,0.05
L,cost_led_development,CCR,A,0.4742664955474407,quality_score,plus,0.05
L,cost_led_development,CCR,B,0.4820877714677141,quality_score,plus,0.05
L,delivery_reliability_led,CCR,A,0.11901006153332769,quality_score,plus,0.05
L,delivery_reliability_led,CCR,B,0.36414293737890774,quality_score,plus,0.05
L,delivery_reliability_led,CCR,H,0.15657544178359156,quality_score,plus,0.05
L,delivery_reliability_led,CCR,I,0.21194384925890836,quality_score,plus,0.05
L,product_quality_led,CCR,A,0.18199174068443535,quality_score,plus,0.05
L,product_quality_led,CCR,B,0.9290192831846176,quality_score,plus,0.05
L,product_quality_led,CCR,H,0.07026339209745242,quality_score,plus,0.05
